npc,Char_4492,Pedro,Montargis,1163,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ENW04,,
npc,Char_4493,Peter,Montargis,1175,,true,Eng,true,5.00,7.00,lang_C2,90,0,6.00,5.66,false,false,,,,,,0,false,false,EST04,,
npc,Char_4495,Jack,Montaubon,1172,,true,Eng,true,7.00,5.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EYS04,,
npc,Char_4496,Mortimer,Montaubon,1176,,true,Eng,true,7.00,5.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,EYS05,,
npc,Char_4497,Sean,Montaubon,1173,,true,Eng,true,5.00,4.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,ENH03,,
npc,Char_4519,Mortimer,Montigny,1161,,true,Eng,true,7.00,5.00,lang_C2,90,0,3.00,5.00,false,false,,,,,,0,false,false,ENH04,,
npc,Char_4520,Pedro,Montigny,1161,,true,Eng,true,4.00,6.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ENO01,,
npc,Char_4521,Sean,Montigny,1169,,true,Eng,true,6.00,8.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,ENO02,,
npc,Char_4522,Jack,Montlucon,1163,,true,Eng,true,6.00,5.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,EYS06,,
npc,Char_4523,Karl,Montlucon,1164,,true,Eng,true,7.00,3.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,EYS07,,
npc,Char_4527,Irad,Montmorillon,1179,,true,Eng,true,7.00,7.00,lang_F1,90,0,2.00,5.66,false,false,,,,,,0,false,false,ENH03,,
npc,Char_4532,Humphrey,Montoire,1163,,true,Eng,true,6.00,7.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,ENW05,,
npc,Char_4533,Robert,Montoire,1165,,true,Eng,true,5.00,1.00,lang_C2,90,0,4.00,7.00,false,false,,,,,,0,false,false,ENW06,,
npc,Char_4541,Guillaume,Montreuil,1170,,true,Eng,true,4.00,8.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,ENO03,,
npc,Char_4542,Arnaud,Montron,1162,,true,Eng,true,6.00,7.00,lang_C2,90,0,7.00,6.33,false,false,,,,,,0,false,false,ENO04,,
npc,Char_4543,Edmund,Montron,1176,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,EYS08,,
npc,Char_4554,Bernard,Morat,1171,,true,Eng,true,8.00,5.00,lang_C2,90,0,7.00,7.00,false,false,,,,,,0,false,false,ESU01,,
npc,Char_4570,Charles,Mortagne,1174,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,ESU02,,
npc,Char_4587,Louis,Moulins,1176,,true,Eng,true,7.00,8.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ESU03,,
npc,Char_4588,Arnaud,Mt-St-Michel,1173,,true,Eng,true,4.00,3.00,lang_C2,90,0,7.00,4.00,false,false,,,,,,0,false,false,ESU04,,
npc,Char_4589,Bernard,Mt-St-Michel,1164,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,ESU05,,
npc,Char_4590,Charles,Mt-St-Michel,1179,,true,Eng,true,7.00,3.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,ECH05,,
npc,Char_4600,Alain,Murat,1177,,true,Eng,true,4.00,2.00,lang_F3,90,0,1.00,2.33,false,false,,,,,,0,false,false,EGL04,,
npc,Char_4601,Guillaume,Murat,1170,,true,Eng,true,7.00,2.00,lang_C2,90,0,3.00,2.00,false,false,,,,,,0,false,false,ENW07,,
npc,Char_4607,Iacopo,Muret,1172,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,EDU01,,
npc,Char_4612,Arnaud,Namur,1165,,true,Eng,true,7.00,4.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EDU03,,
npc,Char_4613,Henry,Namur,1174,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,1.66,false,false,,,,,,0,false,false,EDU04,,
npc,Char_4614,Robert,Namur,1172,,true,Eng,true,8.00,2.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,EDU05,,
npc,Char_4615,Iacopo,Namur,1179,,true,Eng,true,7.00,5.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,ESY04,,
npc,Char_4616,Karl,Nancy,1168,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,ESU07,,
npc,Char_4629,Guy,Nantwich,1179,,true,Eng,true,4.00,4.00,lang_F1,90,0,1.00,3.66,false,false,,,,,,0,false,false,EYS08,,
npc,Char_4635,Thomas,Narbonne,1163,,true,Eng,true,6.00,8.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ELA05,,
npc,Char_4636,Arnaud,Nemours,1174,,true,Eng,true,7.00,3.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ELA06,,
npc,Char_4637,Humphrey,Nemours,1167,,true,Eng,true,4.00,6.00,lang_C2,90,0,2.00,3.33,false,false,,,,,,0,false,false,ELA07,,
npc,Char_4638,Jean,Nemours,1167,,true,Eng,true,8.00,3.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,ELA08,,
npc,Char_4658,Odo,Newark,1173,,true,Eng,true,7.00,8.00,lang_C2,90,0,2.00,4.66,false,false,,,,,,0,false,false,EYS09,,
npc,Char_4660,Edmund,Newbury,1167,,true,Eng,true,5.00,5.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,ESX03,,
npc,Char_4661,Henry,Newbury,1173,,true,Eng,true,6.00,3.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,EYS10,,
npc,Char_4665,Charles,Newcastle,1167,,true,Eng,true,7.00,4.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,ESX05,,
npc,Char_4670,Humphrey,Newcastle,1165,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,ESX06,,
npc,Char_4671,William,Newcastle,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,3.66,false,false,,,,,,0,false,false,EYS11,,
npc,Char_4680,Edgar,Niort,1162,,true,Eng,true,7.00,8.00,lang_C2,90,0,7.00,4.00,false,false,,,,,,0,false,false,ESY01,,
npc,Char_4699,Iacopo,Northampton,1179,,true,Eng,true,6.00,2.00,lang_D2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ELC01,,
npc,Char_4727,William,One Eye,1164,,true,Eng,true,8.00,6.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,ESY02,,
npc,Char_4728,Edward,Orange,1162,,true,Eng,true,5.00,4.00,lang_C2,90,0,8.00,1.00,false,false,,,,,,0,false,false,EYS12,,
npc,Char_4729,Guillaume,Orange,1160,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ESY03,,
npc,Char_4730,Humphrey,Orange,1164,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ESY04,,
npc,Char_4732,Bernard,Orleans,1162,,true,Eng,true,7.00,5.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,ESY05,,
npc,Char_4733,Jean,Orleans,1169,,true,Eng,true,4.00,1.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,EWK01,,
npc,Char_4734,Robert,Orleans,1166,,true,Eng,true,6.00,3.00,lang_C2,90,0,3.00,5.66,false,false,,,,,,0,false,false,EWK02,,
npc,Char_4735,Thomas,Orleans,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,3.00,3.66,false,false,,,,,,0,false,false,EYS14,,
npc,Char_4736,Alain,Orthez,1170,,true,Eng,true,4.00,8.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EWK03,,
npc,Char_4751,Philippe,Palma,1179,,true,Eng,true,5.00,6.00,lang_F1,90,0,3.00,7.33,false,false,,,,,,0,false,false,EYS02,,
npc,Char_4754,John,Pamiers,1161,,true,Eng,true,8.00,1.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,EWK05,,
npc,Char_4755,Philippe,Pamiers,1175,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,EAR01,,
npc,Char_4756,Henry,Pampeluna,1172,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EAR02,,
npc,Char_4757,Jean,Pampeluna,1169,,true,Eng,true,7.00,7.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EAR04,,
npc,Char_4763,Iacopo,Parary-le-Monial,1160,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,ENW08,,
npc,Char_4764,Karl,Paris,1169,,true,Eng,true,6.00,5.00,lang_C2,90,0,6.00,3.33,false,false,,,,,,0,false,false,ENW09,,
npc,Char_4765,Kirk,Paris,1168,,true,Eng,true,7.00,2.00,lang_C2,90,0,4.00,5.66,false,false,,,,,,0,false,false,ENW10,,
npc,Char_4767,Philippe,Paris,1163,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EBK01,,
npc,Char_4768,Arnaud,Parthenay,1171,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EYS15,,
npc,Char_4769,Edmund,Parthenay,1179,,true,Eng,true,6.00,2.00,lang_F1,90,0,3.00,5.00,false,false,,,,,,0,false,false,EYS15,,
npc,Char_4777,Karl,Pembroke,1179,,true,Eng,true,4.00,5.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EST04,,
npc,Char_4778,Kirk,Pembroke,1161,,true,Eng,true,7.00,8.00,lang_C2,90,0,8.00,1.00,false,false,,,,,,0,false,false,EBK03,,
npc,Char_4780,Charles,Penthieve,1175,,true,Eng,true,7.00,4.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EBK04,,
npc,Char_4781,Guillaume,Penthieve,1163,,true,Eng,true,7.00,5.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,ECG01,,
npc,Char_4782,Odo,Penthieve,1176,,true,Eng,true,7.00,5.00,lang_C2,90,0,6.00,2.33,false,false,,,,,,0,false,false,EYS16,,
npc,Char_4787,Robert,Penzance,1162,,true,Eng,true,8.00,2.00,lang_F2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EGL01,,
npc,Char_4788,Guillaume,Perigord,1162,,true,Eng,true,7.00,2.00,lang_C2,90,0,3.00,5.33,false,false,,,,,,0,false,false,EGL04,,
npc,Char_4793,Jean,Peronne,1168,,true,Eng,true,6.00,8.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,ECG03,,
npc,Char_4794,Kirk,Peronne,1160,,true,Eng,true,4.00,7.00,lang_C2,90,0,7.00,6.66,false,false,,,,,,0,false,false,ECG04,,
npc,Char_4797,Jean,Perpignan,1176,,true,Eng,true,5.00,8.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,EDR02,,
npc,Char_4798,Philippe,Perpignan,1167,,true,Eng,true,6.00,5.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,EYS17,,
npc,Char_4799,Thomas,Perpignan,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EYS18,,
npc,Char_4802,Guy,Perros-Guirec,1167,,true,Eng,true,8.00,6.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,EDR03,,
npc,Char_4803,Louis,Perros-Guirec,1168,,true,Eng,true,6.00,1.00,lang_F2,90,0,4.00,7.00,false,false,,,,,,0,false,false,EGL02,,
npc,Char_4805,Guillaume,Pesmes,1175,,true,Eng,true,6.00,3.00,lang_C2,90,0,2.00,4.00,false,false,,,,,,0,false,false,EDR04,,
npc,Char_4806,Louis,Pesmes,1175,,true,Eng,true,7.00,6.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EDT01,,
npc,Char_4808,Alain,Indre,1169,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,EYS19,,
npc,Char_4810,John,Indre,1171,,true,Eng,true,4.00,8.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,EDT02,,
npc,Char_4812,Edgar,Indre,1173,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EDT03,,
npc,Char_4813,Daniel,Indre,1167,,true,Eng,true,4.00,4.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,EDT04,,
npc,Char_4814,Irad,Indre,1163,,true,Eng,true,7.00,4.00,lang_C2,90,0,1.00,7.33,false,false,,,,,,0,false,false,EDT05,,
npc,Char_4822,Biella,Indre,1171,,true,Eng,true,7.00,4.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,EPM01,,
npc,Char_4823,Louis,Petard,1163,,true,Eng,true,5.00,6.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,ESM01,,
npc,Char_4824,Mortimer,Petard,1164,,true,Eng,true,4.00,7.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,EYS01,,
npc,Char_4825,Mortimer,Petard,1164,,true,Eng,true,7.00,1.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,EDV01,,
npc,Char_4826,Odo,Petard,1171,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,6.00,false,false,,,,,,0,false,false,EDV02,,
npc,Char_4827,Smelly Odo,Petard,1173,,true,Eng,true,8.00,8.00,lang_C2,90,0,1.00,2.33,false,false,,,,,,0,false,false,EDV03,,
npc,Char_4828,Enguerrand,Indre,1167,,true,Eng,true,7.00,6.00,lang_C2,90,0,2.00,6.00,false,false,,,,,,0,false,false,EDV04,,
npc,Char_4829,Pedro,Petard,1165,,true,Eng,true,6.00,6.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,EDV05,,
npc,Char_4830,Pretty Peter,Petard,1172,,true,Eng,true,7.00,7.00,lang_C2,90,0,2.00,4.66,false,false,,,,,,0,false,false,EPM02,,
npc,Char_4831,Peter,Petard,1173,,true,Eng,true,6.00,3.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,ESM02,,
npc,Char_4832,Grand Philippe,Indre,1169,,true,Eng,true,6.00,7.00,lang_C2,90,0,3.00,2.66,false,false,,,,,,0,false,false,EYS02,,
npc,Char_4833,Philippe,Petard,1173,,true,Eng,true,7.00,1.00,lang_C2,90,0,5.00,7.33,false,false,,,,,,0,false,false,EDV06,,
npc,Char_4834,Robert,Petard,1170,,true,Eng,true,8.00,4.00,lang_C2,90,0,8.00,7.33,false,false,,,,,,0,false,false,EDV07,,
npc,Char_4835,Sean the Elder,Petard,1170,,true,Eng,true,6.00,5.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,ELA01,,
npc,Char_4836,Sean,Petard,1170,,true,Eng,true,4.00,3.00,lang_C2,90,0,1.00,6.33,false,false,,,,,,0,false,false,ELC01,,
npc,Char_4837,Toby,Petard,1160,,true,Eng,true,6.00,2.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,ELC02,,
npc,Char_4839,The Begger,Petard,1171,,true,Eng,true,8.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EPM03,,
npc,Char_4844,Bernard,Pinerolo,1161,,true,Eng,true,8.00,3.00,lang_C2,90,0,7.00,1.33,false,false,,,,,,0,false,false,ECH01,,
npc,Char_4845,Guillaume,Pinerolo,1161,,true,Eng,true,7.00,7.00,lang_C2,90,0,4.00,2.66,false,false,,,,,,0,false,false,EDV08,,
npc,Char_4846,Humphrey,Pinerolo,1162,,true,Eng,true,8.00,1.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,EEX01,,
npc,Char_4847,Guichard,Pinerolo,1170,,true,Eng,true,7.00,5.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_4849,Pablo,Pleshey,1179,,true,Eng,true,6.00,3.00,lang_C2,90,0,9.00,1.33,false,false,,,,,,0,false,false,EDR01,,
npc,Char_4850,Philippe,Pleshey,1179,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EYS16,,
npc,Char_4851,Robert,Pleshey,1171,,true,Eng,true,6.00,1.00,lang_C6,90,0,1.00,5.66,false,false,,,,,,0,false,false,EMN01,,
npc,Char_4864,Charles,Poitiers,1177,,true,Eng,true,5.00,7.00,lang_F3,90,0,1.00,4.33,false,false,,,,,,0,false,false,ENO04,,
npc,Char_4880,Pedro,Saone,1177,,true,Eng,true,8.00,7.00,lang_F2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EST01,,
npc,Char_4881,Peter,Saone,1161,,true,Eng,true,6.00,4.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,ECH03,,
npc,Char_4882,Pablo,Saone,1160,,true,Eng,true,7.00,6.00,lang_F2,90,0,2.00,1.66,false,false,,,,,,0,false,false,EGL03,,
npc,Char_4883,Sean,Saone,1161,,true,Eng,true,6.00,1.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,ELA04,,
npc,Char_4884,The Begger,Saone,1177,,true,Eng,true,8.00,1.00,lang_C4,90,0,6.00,5.33,false,false,,,,,,0,false,false,ELC04,,
npc,Char_4888,Ingelram,Saone,1164,,true,Eng,true,7.00,1.00,lang_F2,90,0,3.00,5.00,false,false,,,,,,0,false,false,EGL05,,
npc,Char_4904,Ingelram,Pontarlie,1177,,true,Eng,true,5.00,8.00,lang_I7,90,0,5.00,3.33,false,false,,,,,,0,false,false,EDR04,,
npc,Char_4909,Bernard,Pontivy,1164,,true,Eng,true,7.00,3.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EEX03,,
npc,Char_4911,Robert,Pontivy,1173,,true,Eng,true,7.00,4.00,lang_C2,90,0,5.00,7.00,false,false,,,,,,0,false,false,EEX04,,
npc,Char_4913,Alain,Pontoise,1175,,true,Eng,true,8.00,5.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,EEX05,,
npc,Char_4914,Bernard,Pontoise,1171,,true,Eng,true,7.00,5.00,lang_C2,90,0,2.00,5.66,false,false,,,,,,0,false,false,EGL06,,
npc,Char_4915,Jean,Pontoise,1166,,true,Eng,true,5.00,4.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ELA05,,
npc,Char_4916,Thomas,Pontoise,1175,,true,Eng,true,8.00,2.00,lang_C2,90,0,6.00,4.33,false,false,,,,,,0,false,false,ELC05,,
npc,Char_4917,Arnaud,Pont-du-Cher,1168,,true,Eng,true,4.00,7.00,lang_C2,90,0,5.00,6.66,false,false,,,,,,0,false,false,ELC06,,
npc,Char_4918,Edmund,Pont-du-Cher,1160,,true,Eng,true,7.00,3.00,lang_C6,90,0,2.00,5.33,false,false,,,,,,0,false,false,EMN01,,
npc,Char_4919,Edward,Pont-du-Cher,1167,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,ENU01,,
npc,Char_4920,Robert,Pont-du-Cher,1164,,true,Eng,true,6.00,2.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,EOX01,,
npc,Char_4921,Charles,Porlock,1165,,true,Eng,true,7.00,6.00,lang_C2,90,0,7.00,4.66,false,false,,,,,,0,false,false,EOX02,,
npc,Char_4922,Humphrey,Porlock,1174,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EOX03,,
npc,Char_4923,Louis,Porlock,1171,,true,Eng,true,6.00,5.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EOX04,,
npc,Char_4927,Harry,Flashman,1176,,true,Eng,true,5.00,6.00,lang_C2,90,0,9.00,4.66,false,false,,,,,,0,false,false,ECU01,,
npc,Char_4928,Roger,Portmouth,1161,,true,Eng,true,6.00,8.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,ECU02,,
npc,Char_4930,Louis,Prazzo,1169,,true,Eng,true,5.00,3.00,lang_C2,90,0,4.00,6.00,false,false,,,,,,0,false,false,ECU03,,
npc,Char_4936,Ingelram,Preston,1172,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,EHE01,,
npc,Char_4939,Karl,Privas,1178,,true,Eng,true,8.00,6.00,lang_F1,90,0,2.00,5.00,false,false,,,,,,0,false,false,EYS12,,
npc,Char_4942,Arnaud,Provins,1164,,true,Eng,true,4.00,1.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EHE03,,
npc,Char_4943,Bernard,Provins,1172,,true,Eng,true,4.00,7.00,lang_C2,90,0,7.00,2.33,false,false,,,,,,0,false,false,ELA06,,
npc,Char_4947,Robert,Pruhoe,1160,,true,Eng,true,5.00,1.00,lang_C2,90,0,2.00,2.66,false,false,,,,,,0,false,false,EPM04,,
npc,Char_4948,The Begger,Pruhoe,1176,,true,Eng,true,7.00,6.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,ESW02,,
npc,Char_4949,Henry,Prum,1177,,true,Eng,true,6.00,6.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,EAR03,,
npc,Char_4951,Robert,Prum,1171,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,7.00,false,false,,,,,,0,false,false,EHE04,,
npc,Char_4960,Karl,Prussia,1162,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,2.66,false,false,,,,,,0,false,false,ECU04,,
npc,Char_4962,Louis,Prussia,1161,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ESW04,,
npc,Char_4963,Mortimer,Prussia,1162,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,7.00,false,false,,,,,,0,false,false,ESX01,,
npc,Char_4964,Odo,Prussia,1170,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,EYS03,,
npc,Char_4965,Odo,Prussia,1179,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,1.66,false,false,,,,,,0,false,false,EBK04,,
npc,Char_4966,Peter,Prussia,1168,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,4.66,false,false,,,,,,0,false,false,EYS05,,
npc,Char_4967,Philippe,Prussia,1161,,true,Eng,true,7.00,5.00,lang_C2,90,0,7.00,2.66,false,false,,,,,,0,false,false,EHM01,,
npc,Char_4988,Alain,Puy de Dome,1165,,true,Eng,true,4.00,5.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,ECU05,,
npc,Char_4989,John,Puy de Dome,1174,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,EHM02,,
npc,Char_4990,Philippe,Puy de Dome,1170,,true,Eng,true,5.00,5.00,lang_C2,90,0,4.00,6.66,false,false,,,,,,0,false,false,EHM03,,
npc,Char_4991,Robert,Puy de Dome,1161,,true,Eng,true,6.00,7.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,EHM04,,
npc,Char_4993,Bernard,Pwliheli,1172,,true,Eng,true,4.00,7.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ELA08,,
npc,Char_5045,Charles,Rennes,1168,,true,Eng,true,8.00,4.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EKE02,,
npc,Char_5049,Guy,Retz,1174,,true,Eng,true,8.00,4.00,lang_C2,90,0,8.00,3.66,false,false,,,,,,0,false,false,EKE03,,
npc,Char_5050,Louis,Retz,1174,,true,Eng,true,5.00,2.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,EKE04,,
npc,Char_5051,Philippe,Retz,1161,,true,Eng,true,7.00,2.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EKE05,,
npc,Char_5052,Alain,Revel,1166,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EKE06,,
npc,Char_5053,Henry,Revel,1172,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ELC07,,
npc,Char_5054,Jean,Revel,1169,,true,Eng,true,6.00,8.00,lang_C2,90,0,6.00,3.33,false,false,,,,,,0,false,false,ELN01,,
npc,Char_5055,Louis,Revel,1168,,true,Eng,true,8.00,3.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,ENU02,,
npc,Char_5056,Bernard,Riberac,1167,,true,Eng,true,7.00,6.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,ENU03,,
npc,Char_5059,Robert,Riberac,1164,,true,Eng,true,8.00,2.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,ENF01,,
npc,Char_5062,Roger,Riom,1167,,true,Eng,true,5.00,6.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,ENF02,,
npc,Char_5065,Henry,Rive de Gier,1165,,true,Eng,true,6.00,5.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ECU06,,
npc,Char_5069,Hugh,Rive de Rhone,1163,,true,Eng,true,8.00,8.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,ENF05,,
npc,Char_5070,Philippe,Rive de Rhone,1160,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,ENF06,,
npc,Char_5071,Robert,Rive de Rhone,1166,,true,Eng,true,7.00,1.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,ENH01,,
npc,Char_5079,Roger,Roanne,1171,,true,Eng,true,6.00,6.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,ESW07,,
npc,Char_5080,Bernard,Rochefort,1161,,true,Eng,true,5.00,4.00,lang_C2,90,0,2.00,5.66,false,false,,,,,,0,false,false,ESX02,,
npc,Char_5081,Jean,Rochefort,1172,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EYS06,,
npc,Char_5082,Louis,Rochefort,1168,,true,Eng,true,6.00,5.00,lang_C2,90,0,1.00,6.66,false,false,,,,,,0,false,false,ENH02,,
npc,Char_5083,Robert,Rochefort,1179,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,EAR02,,
npc,Char_5084,Charles,Rocroi,1169,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,ENH04,,
npc,Char_5085,Guillaume,Rocroi,1174,,true,Eng,true,5.00,7.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,ENO01,,
npc,Char_5086,Jean,Rocroi,1160,,true,Eng,true,7.00,5.00,lang_C2,90,0,7.00,4.00,false,false,,,,,,0,false,false,ENO02,,
npc,Char_5087,Robert,Rocroi,1174,,true,Eng,true,5.00,6.00,lang_C2,90,0,3.00,4.33,false,false,,,,,,0,false,false,ESW08,,
